metabolite_id	comparison	metadata	value	beta	standard_error	p_value	q_value	n_samples	method	direction	feature	coef	stderr	N	N.not.0	pval	qval	original_metabolite_id
C18n_QI7515	UC_vs_non_IBD	model_group	UC	7.06215984501514	0.915841950168415	3.6507488630996903e-10	1.04664968135684e-5	56	Maaslin2_LM_LOG	higher_in_case_group	C18n_QI7515	7.06215984501514	0.915841950168415	56	56	3.6507488630996903e-10	1.04664968135684e-5	C18n_QI7515
C18n_QI7605	UC_vs_non_IBD	model_group	UC	10.2219665707388	1.33366668270235	4.32793166177428e-10	1.04664968135684e-5	56	Maaslin2_LM_LOG	higher_in_case_group	C18n_QI7605	10.2219665707388	1.33366668270235	56	56	4.32793166177428e-10	1.04664968135684e-5	C18n_QI7605
C18n_QI8008	UC_vs_non_IBD	model_group	UC	9.89389136383777	1.31600616855998	7.39595195771153e-10	1.49050619803761e-5	56	Maaslin2_LM_LOG	higher_in_case_group	C18n_QI8008	9.89389136383777	1.31600616855998	56	56	7.39595195771153e-10	1.49050619803761e-5	C18n_QI8008
HILp_QI3060	UC_vs_non_IBD	model_group	UC	4.97796812229578	0.750002521374683	1.87430646191289e-8	2.010137516884e-4	56	Maaslin2_LM_LOG	higher_in_case_group	HILp_QI3060	4.97796812229578	0.750002521374683	56	56	1.87430646191289e-8	2.010137516884e-4	HILp_QI3060
C18n_QI1325	UC_vs_non_IBD	model_group	UC	7.44900016011225	1.12432123815461	1.95821555227956e-8	2.010137516884e-4	56	Maaslin2_LM_LOG	higher_in_case_group	C18n_QI1325	7.44900016011225	1.12432123815461	56	56	1.95821555227956e-8	2.010137516884e-4	C18n_QI1325
C18n_QI2402	UC_vs_non_IBD	model_group	UC	10.1965262837166	1.58060127620713	3.70972815577972e-8	3.0373636464067e-4	56	Maaslin2_LM_LOG	higher_in_case_group	C18n_QI2402	10.1965262837166	1.58060127620713	56	56	3.70972815577972e-8	3.0373636464067e-4	C18n_QI2402
HILp_QI2095	UC_vs_non_IBD	model_group	UC	9.61987870168868	1.49219524495495	3.76788027391295e-8	3.0373636464067e-4	56	Maaslin2_LM_LOG	higher_in_case_group	HILp_QI2095	9.61987870168868	1.49219524495495	56	56	3.76788027391295e-8	3.0373636464067e-4	HILp_QI2095
C18n_QI1015	UC_vs_non_IBD	model_group	UC	8.79450842840639	1.38108192526232	5.03080560692524e-8	3.8019684523636e-4	56	Maaslin2_LM_LOG	higher_in_case_group	C18n_QI1015	8.79450842840639	1.38108192526232	56	56	5.03080560692524e-8	3.8019684523636e-4	C18n_QI1015
C18n_QI709	UC_vs_non_IBD	model_group	UC	6.62819026772558	1.04468120491747	5.47525708741049e-8	3.8602095632555e-4	56	Maaslin2_LM_LOG	higher_in_case_group	C18n_QI709	6.62819026772558	1.04468120491747	56	56	5.47525708741049e-8	3.8602095632555e-4	C18n_QI709
C18n_QI8815	UC_vs_non_IBD	model_group	UC	7.43332711149582	1.17435421155212	5.78378795792305e-8	3.8602095632555e-4	56	Maaslin2_LM_LOG	higher_in_case_group	C18n_QI8815	7.43332711149582	1.17435421155212	56	56	5.78378795792305e-8	3.8602095632555e-4	C18n_QI8815
HILp_QI2044	UC_vs_non_IBD	model_group	UC	7.105509982707	1.1273794362531	6.38483859021077e-8	3.8602095632555e-4	56	Maaslin2_LM_LOG	higher_in_case_group	HILp_QI2044	7.105509982707	1.1273794362531	56	56	6.38483859021077e-8	3.8602095632555e-4	HILp_QI2044
C18n_QI663	UC_vs_non_IBD	model_group	UC	4.874494771417	0.777636572094094	7.23854452086339e-8	4.1679539351131e-4	56	Maaslin2_LM_LOG	higher_in_case_group	C18n_QI663	4.874494771417	0.777636572094094	56	56	7.23854452086339e-8	4.1679539351131e-4	C18n_QI663
C18n_QI334	UC_vs_non_IBD	model_group	UC	5.58773309818252	0.903229915694513	9.76409971773212e-8	5.2562606465987e-4	56	Maaslin2_LM_LOG	higher_in_case_group	C18n_QI334	5.58773309818252	0.903229915694513	56	56	9.76409971773212e-8	5.2562606465987e-4	C18n_QI334
C18n_QI11958	UC_vs_non_IBD	model_group	UC	6.96517848724517	1.12916590665397	1.04255119452323e-7	5.2562606465987e-4	56	Maaslin2_LM_LOG	higher_in_case_group	C18n_QI11958	6.96517848724517	1.12916590665397	56	56	1.04255119452323e-7	5.2562606465987e-4	C18n_QI11958
C18n_QI8231	UC_vs_non_IBD	model_group	UC	4.61431285197966	0.748076246800758	1.04327110536372e-7	5.2562606465987e-4	56	Maaslin2_LM_LOG	higher_in_case_group	C18n_QI8231	4.61431285197966	0.748076246800758	56	56	1.04327110536372e-7	5.2562606465987e-4	C18n_QI8231
HILp_QI15737	UC_vs_non_IBD	model_group	UC	11.2818250947765	1.83944886495112	1.18520849505874e-7	5.3215086614179e-4	56	Maaslin2_LM_LOG	higher_in_case_group	HILp_QI15737	11.2818250947765	1.83944886495112	56	56	1.18520849505874e-7	5.3215086614179e-4	HILp_QI15737
C18n_QI4641	UC_vs_non_IBD	model_group	UC	-6.76978673385037	1.11129106117128	1.37844416641701e-7	5.5556770370696e-4	56	Maaslin2_LM_LOG	lower_in_case_group	C18n_QI4641	-6.76978673385037	1.11129106117128	56	56	1.37844416641701e-7	5.5556770370696e-4	C18n_QI4641
C18n_QI2966	UC_vs_non_IBD	model_group	UC	-3.73738629291833	0.613896568763962	1.39790080235274e-7	5.5556770370696e-4	56	Maaslin2_LM_LOG	lower_in_case_group	C18n_QI2966	-3.73738629291833	0.613896568763962	56	56	1.39790080235274e-7	5.5556770370696e-4	C18n_QI2966
HILp_QI3032	UC_vs_non_IBD	model_group	UC	4.98314928724376	0.818976208613673	1.4151450508792e-7	5.5556770370696e-4	56	Maaslin2_LM_LOG	higher_in_case_group	HILp_QI3032	4.98314928724376	0.818976208613673	56	56	1.4151450508792e-7	5.5556770370696e-4	HILp_QI3032
HILp_QI3816	UC_vs_non_IBD	model_group	UC	5.51105539285546	0.909973706888495	1.56892184802163e-7	5.7839196363683e-4	56	Maaslin2_LM_LOG	higher_in_case_group	HILp_QI3816	5.51105539285546	0.909973706888495	56	56	1.56892184802163e-7	5.7839196363683e-4	HILp_QI3816
C18n_QI745	UC_vs_non_IBD	model_group	UC	4.30164145310103	0.711788042002719	1.64404507335782e-7	5.7839196363683e-4	56	Maaslin2_LM_LOG	higher_in_case_group	C18n_QI745	4.30164145310103	0.711788042002719	56	56	1.64404507335782e-7	5.7839196363683e-4	C18n_QI745
C18n_QI1030	UC_vs_non_IBD	model_group	UC	3.8877417285519	0.643695644610505	1.66639264960329e-7	5.7839196363683e-4	56	Maaslin2_LM_LOG	higher_in_case_group	C18n_QI1030	3.8877417285519	0.643695644610505	56	56	1.66639264960329e-7	5.7839196363683e-4	C18n_QI1030
C18n_QI1054	UC_vs_non_IBD	model_group	UC	6.40725548655292	1.06198130301032	1.70576174296638e-7	5.7839196363683e-4	56	Maaslin2_LM_LOG	higher_in_case_group	C18n_QI1054	6.40725548655292	1.06198130301032	56	56	1.70576174296638e-7	5.7839196363683e-4	C18n_QI1054
C18n_QI3745	UC_vs_non_IBD	model_group	UC	-4.10067601068119	0.680752282080183	1.76614563983602e-7	5.7839196363683e-4	56	Maaslin2_LM_LOG	lower_in_case_group	C18n_QI3745	-4.10067601068119	0.680752282080183	56	56	1.76614563983602e-7	5.7839196363683e-4	C18n_QI3745
C18n_QI2917	UC_vs_non_IBD	model_group	UC	-3.61606403492537	0.600359144528258	1.76983597599719e-7	5.7839196363683e-4	56	Maaslin2_LM_LOG	lower_in_case_group	C18n_QI2917	-3.61606403492537	0.600359144528258	56	56	1.76983597599719e-7	5.7839196363683e-4	C18n_QI2917
C8p_QI8001	UC_vs_non_IBD	model_group	UC	8.70272698931009	1.44826786535865	1.86303304824931e-7	5.9282692139002e-4	56	Maaslin2_LM_LOG	higher_in_case_group	C8p_QI8001	8.70272698931009	1.44826786535865	56	56	1.86303304824931e-7	5.9282692139002e-4	C8p_QI8001
C18n_QI7605	IBD_vs_non_IBD	model_group	IBD	8.17220711589354	1.28729869866141	6.265419501762631e-9	5.9779257179719e-4	105	Maaslin2_LM_LOG	higher_in_case_group	C18n_QI7605	8.17220711589354	1.28729869866141	105	105	6.265419501762631e-9	5.9779257179719e-4	C18n_QI7605
C18n_QI8231	IBD_vs_non_IBD	model_group	IBD	4.19389635679311	0.671046518778726	9.887569622342252e-9	5.9779257179719e-4	105	Maaslin2_LM_LOG	higher_in_case_group	C18n_QI8231	4.19389635679311	0.671046518778726	105	105	9.887569622342252e-9	5.9779257179719e-4	C18n_QI8231
HILp_QI12296	UC_vs_non_IBD	model_group	UC	5.9317008615652	0.99002336413361	1.98603273225001e-7	6.0158889061692e-4	56	Maaslin2_LM_LOG	higher_in_case_group	HILp_QI12296	5.9317008615652	0.99002336413361	56	56	1.98603273225001e-7	6.0158889061692e-4	HILp_QI12296
C18n_QI1056	UC_vs_non_IBD	model_group	UC	5.50398416548671	0.918721532535884	1.9900722493489e-7	6.0158889061692e-4	56	Maaslin2_LM_LOG	higher_in_case_group	C18n_QI1056	5.50398416548671	0.918721532535884	56	56	1.9900722493489e-7	6.0158889061692e-4	C18n_QI1056
C18n_QI8934	UC_vs_non_IBD	model_group	UC	5.27096691915602	0.892265621369683	2.69524942709392e-7	7.9488822006181e-4	56	Maaslin2_LM_LOG	higher_in_case_group	C18n_QI8934	5.27096691915602	0.892265621369683	56	56	2.69524942709392e-7	7.9488822006181e-4	C18n_QI8934
C8p_QI21618	IBD_vs_non_IBD	model_group	IBD	6.48223761702147	1.06965048635623	2.35957271835557e-8	8.2423756791303e-4	105	Maaslin2_LM_LOG	higher_in_case_group	C8p_QI21618	6.48223761702147	1.06965048635623	105	105	2.35957271835557e-8	8.2423756791303e-4	C8p_QI21618
C18n_QI7436	IBD_vs_non_IBD	model_group	IBD	7.3148387991036	1.21339900895229	2.72660006918089e-8	8.2423756791303e-4	105	Maaslin2_LM_LOG	higher_in_case_group	C18n_QI7436	7.3148387991036	1.21339900895229	105	105	2.72660006918089e-8	8.2423756791303e-4	C18n_QI7436
C18n_QI7436	UC_vs_non_IBD	model_group	UC	8.48693420336124	1.44314973466357	2.9677462085848e-7	8.411507227375e-4	56	Maaslin2_LM_LOG	higher_in_case_group	C18n_QI7436	8.48693420336124	1.44314973466357	56	56	2.9677462085848e-7	8.411507227375e-4	C18n_QI7436
C18n_QI1728	UC_vs_non_IBD	model_group	UC	-5.71167097775273	0.973018499536377	3.08609727837451e-7	8.411507227375e-4	56	Maaslin2_LM_LOG	lower_in_case_group	C18n_QI1728	-5.71167097775273	0.973018499536377	56	56	3.08609727837451e-7	8.411507227375e-4	C18n_QI1728
C18n_QI2448	UC_vs_non_IBD	model_group	UC	4.60045925413048	0.784241734561987	3.1303678958623e-7	8.411507227375e-4	56	Maaslin2_LM_LOG	higher_in_case_group	C18n_QI2448	4.60045925413048	0.784241734561987	56	56	3.1303678958623e-7	8.411507227375e-4	C18n_QI2448
HILn_QI1594	UC_vs_non_IBD	model_group	UC	6.10292463983173	1.04231819656339	3.25741249919037e-7	8.4371353084536e-4	56	Maaslin2_LM_LOG	higher_in_case_group	HILn_QI1594	6.10292463983173	1.04231819656339	56	56	3.25741249919037e-7	8.4371353084536e-4	HILn_QI1594
C18n_QI1309	UC_vs_non_IBD	model_group	UC	3.25165393861542	0.555625033325343	3.29182043631355e-7	8.4371353084536e-4	56	Maaslin2_LM_LOG	higher_in_case_group	C18n_QI1309	3.25165393861542	0.555625033325343	56	56	3.29182043631355e-7	8.4371353084536e-4	C18n_QI1309
C18n_QI742	UC_vs_non_IBD	model_group	UC	4.03791826070238	0.690540809812387	3.34923249479626e-7	8.4371353084536e-4	56	Maaslin2_LM_LOG	higher_in_case_group	C18n_QI742	4.03791826070238	0.690540809812387	56	56	3.34923249479626e-7	8.4371353084536e-4	C18n_QI742
C18n_QI1326	UC_vs_non_IBD	model_group	UC	4.90951693965037	0.842485679742733	3.60150997740022e-7	8.7097476689455e-4	56	Maaslin2_LM_LOG	higher_in_case_group	C18n_QI1326	4.90951693965037	0.842485679742733	56	56	3.60150997740022e-7	8.7097476689455e-4	C18n_QI1326
C18n_QI382	IBD_vs_non_IBD	model_group	IBD	3.04197877397388	0.510579365159121	3.75390850073838e-8	9.0783021618456e-4	105	Maaslin2_LM_LOG	higher_in_case_group	C18n_QI382	3.04197877397388	0.510579365159121	105	105	3.75390850073838e-8	9.0783021618456e-4	C18n_QI382
C18n_QI413	UC_vs_non_IBD	model_group	UC	-3.59113595417353	0.619344499395329	4.00197382255502e-7	9.3059744360713e-4	56	Maaslin2_LM_LOG	lower_in_case_group	C18n_QI413	-3.59113595417353	0.619344499395329	56	56	4.00197382255502e-7	9.3059744360713e-4	C18n_QI413
C8p_QI6409	IBD_vs_non_IBD	model_group	IBD	4.83408297632639	0.81859526318699	4.75946048867352e-8	9.5917407228237e-4	105	Maaslin2_LM_LOG	higher_in_case_group	C8p_QI6409	4.83408297632639	0.81859526318699	105	105	4.75946048867352e-8	9.5917407228237e-4	C8p_QI6409
HILp_QI1232	UC_vs_non_IBD	model_group	UC	7.40457538348872	1.2826318351787	4.38586728834034e-7	9.8144331333198e-4	56	Maaslin2_LM_LOG	higher_in_case_group	HILp_QI1232	7.40457538348872	1.2826318351787	56	56	4.38586728834034e-7	9.8144331333198e-4	HILp_QI1232
C18n_QI846	UC_vs_non_IBD	model_group	UC	6.72703296716877	1.16625544301061	4.4641312487189e-7	9.8144331333198e-4	56	Maaslin2_LM_LOG	higher_in_case_group	C18n_QI846	6.72703296716877	1.16625544301061	56	56	4.4641312487189e-7	9.8144331333198e-4	C18n_QI846
C18n_QI3804	UC_vs_non_IBD	model_group	UC	9.6552070365468	1.68088761715441	4.86761959189974e-7	0.00101700628028848	56	Maaslin2_LM_LOG	higher_in_case_group	C18n_QI3804	9.6552070365468	1.68088761715441	56	56	4.86761959189974e-7	0.00101700628028848	C18n_QI3804
C18n_QI11349	UC_vs_non_IBD	model_group	UC	3.1890658774986	0.555246825263874	4.87821203267767e-7	0.00101700628028848	56	Maaslin2_LM_LOG	higher_in_case_group	C18n_QI11349	3.1890658774986	0.555246825263874	56	56	4.87821203267767e-7	0.00101700628028848	C18n_QI11349
C18n_QI4874	IBD_vs_non_IBD	model_group	IBD	4.12519658468647	0.704492212045702	5.95410327167258e-8	0.00102851179914872	105	Maaslin2_LM_LOG	higher_in_case_group	C18n_QI4874	4.12519658468647	0.704492212045702	105	105	5.95410327167258e-8	0.00102851179914872	C18n_QI4874
C18n_QI3278	UC_vs_non_IBD	model_group	UC	-5.3691059025221	0.936230318364045	5.03385807300334e-7	0.00103166788215495	56	Maaslin2_LM_LOG	lower_in_case_group	C18n_QI3278	-5.3691059025221	0.936230318364045	56	56	5.03385807300334e-7	0.00103166788215495	C18n_QI3278
C18n_QI1579	UC_vs_non_IBD	model_group	UC	4.58181052070457	0.801293595684874	5.34850907282402e-7	0.00107430790722988	56	Maaslin2_LM_LOG	higher_in_case_group	C18n_QI1579	4.58181052070457	0.801293595684874	56	56	5.34850907282402e-7	0.00107430790722988	C18n_QI1579
C18n_QI2985	UC_vs_non_IBD	model_group	UC	5.28663198418072	0.925148904887993	5.41960521518905e-7	0.00107430790722988	56	Maaslin2_LM_LOG	higher_in_case_group	C18n_QI2985	5.28663198418072	0.925148904887993	56	56	5.41960521518905e-7	0.00107430790722988	C18n_QI2985
C18n_QI13348	UC_vs_non_IBD	model_group	UC	-4.36987015166265	0.765327574078087	5.5094026077541e-7	0.00107449345891034	56	Maaslin2_LM_LOG	lower_in_case_group	C18n_QI13348	-4.36987015166265	0.765327574078087	56	56	5.5094026077541e-7	0.00107449345891034	C18n_QI13348
C18n_QI382	UC_vs_non_IBD	model_group	UC	3.53676868051434	0.624873348297287	6.59354375428442e-7	0.00118433815911775	56	Maaslin2_LM_LOG	higher_in_case_group	C18n_QI382	3.53676868051434	0.624873348297287	56	56	6.59354375428442e-7	0.00118433815911775	C18n_QI382
HILp_QI3606	UC_vs_non_IBD	model_group	UC	7.42931142545408	1.31325341499211	6.66029828644266e-7	0.00118433815911775	56	Maaslin2_LM_LOG	higher_in_case_group	HILp_QI3606	7.42931142545408	1.31325341499211	56	56	6.66029828644266e-7	0.00118433815911775	HILp_QI3606
C18n_QI1549	UC_vs_non_IBD	model_group	UC	4.26139290709774	0.754238104660305	6.83649245894569e-7	0.00119805071760985	56	Maaslin2_LM_LOG	higher_in_case_group	C18n_QI1549	4.26139290709774	0.754238104660305	56	56	6.83649245894569e-7	0.00119805071760985	C18n_QI1549
HILp_QI376	UC_vs_non_IBD	model_group	UC	4.94945511026777	0.876830509107512	6.96618819117735e-7	0.00120333934814398	56	Maaslin2_LM_LOG	higher_in_case_group	HILp_QI376	4.94945511026777	0.876830509107512	56	56	6.96618819117735e-7	0.00120333934814398	HILp_QI376
C18n_QI873	UC_vs_non_IBD	model_group	UC	3.77871770710065	0.670465225703765	7.18905150090262e-7	0.00121214811021352	56	Maaslin2_LM_LOG	higher_in_case_group	C18n_QI873	3.77871770710065	0.670465225703765	56	56	7.18905150090262e-7	0.00121214811021352	C18n_QI873
C18n_QI11341	UC_vs_non_IBD	model_group	UC	3.21930682066048	0.57148118941914	7.25913907188933e-7	0.00121214811021352	56	Maaslin2_LM_LOG	higher_in_case_group	C18n_QI11341	3.21930682066048	0.57148118941914	56	56	7.25913907188933e-7	0.00121214811021352	C18n_QI11341
C18n_QI2042	UC_vs_non_IBD	model_group	UC	7.01306308725204	1.2454322481802	7.31791892403007e-7	0.00121214811021352	56	Maaslin2_LM_LOG	higher_in_case_group	C18n_QI2042	7.01306308725204	1.2454322481802	56	56	7.31791892403007e-7	0.00121214811021352	C18n_QI2042
C18n_QI2320	UC_vs_non_IBD	model_group	UC	-3.15181561885418	0.561324116017565	7.75326619342176e-7	0.00126690465077861	56	Maaslin2_LM_LOG	lower_in_case_group	C18n_QI2320	-3.15181561885418	0.561324116017565	56	56	7.75326619342176e-7	0.00126690465077861	C18n_QI2320
C18n_QI1722	UC_vs_non_IBD	model_group	UC	5.20714451060823	0.930669172841763	8.3287130142405e-7	0.00134278842700791	56	Maaslin2_LM_LOG	higher_in_case_group	C18n_QI1722	5.20714451060823	0.930669172841763	56	56	8.3287130142405e-7	0.00134278842700791	C18n_QI1722
C8p_QI2513	IBD_vs_non_IBD	model_group	IBD	5.52524382413325	0.959687973327682	9.23960861774543e-8	0.00139654374355068	105	Maaslin2_LM_LOG	higher_in_case_group	C8p_QI2513	5.52524382413325	0.959687973327682	105	105	9.23960861774543e-8	0.00139654374355068	C8p_QI2513
C18n_QI2823	UC_vs_non_IBD	model_group	UC	-5.55032651572851	0.995048158964546	8.85674391864013e-7	0.00140913126467648	56	Maaslin2_LM_LOG	lower_in_case_group	C18n_QI2823	-5.55032651572851	0.995048158964546	56	56	8.85674391864013e-7	0.00140913126467648	C18n_QI2823
C18n_QI11343	UC_vs_non_IBD	model_group	UC	3.65582840715884	0.655853139698239	8.97816091346032e-7	0.00140989774199194	56	Maaslin2_LM_LOG	higher_in_case_group	C18n_QI11343	3.65582840715884	0.655853139698239	56	56	8.97816091346032e-7	0.00140989774199194	C18n_QI11343
HILp_QI4213	UC_vs_non_IBD	model_group	UC	4.96273339354818	0.894834191925535	9.93383820280556e-7	0.00153409083161569	56	Maaslin2_LM_LOG	higher_in_case_group	HILp_QI4213	4.96273339354818	0.894834191925535	56	56	9.93383820280556e-7	0.00153409083161569	HILp_QI4213
C18n_QI743	UC_vs_non_IBD	model_group	UC	3.35406471525391	0.605337574293705	1.01196024239954e-6	0.00153409083161569	56	Maaslin2_LM_LOG	higher_in_case_group	C18n_QI743	3.35406471525391	0.605337574293705	56	56	1.01196024239954e-6	0.00153409083161569	C18n_QI743
HILp_QI9275	UC_vs_non_IBD	model_group	UC	7.09148320586765	1.28005316464643	1.01496275599377e-6	0.00153409083161569	56	Maaslin2_LM_LOG	higher_in_case_group	HILp_QI9275	7.09148320586765	1.28005316464643	56	56	1.01496275599377e-6	0.00153409083161569	HILp_QI9275
C18n_QI2596	UC_vs_non_IBD	model_group	UC	-4.15992887504506	0.752228601139364	1.05146898756842e-6	0.00156548814186874	56	Maaslin2_LM_LOG	lower_in_case_group	C18n_QI2596	-4.15992887504506	0.752228601139364	56	56	1.05146898756842e-6	0.00156548814186874	C18n_QI2596
HILn_QI2276	UC_vs_non_IBD	model_group	UC	5.41714469592573	0.980042746790893	1.06162877018506e-6	0.00156548814186874	56	Maaslin2_LM_LOG	higher_in_case_group	HILn_QI2276	5.41714469592573	0.980042746790893	56	56	1.06162877018506e-6	0.00156548814186874	HILn_QI2276
HILn_QI25565	UC_vs_non_IBD	model_group	UC	-4.92843698725583	0.893626678724326	1.10973255304539e-6	0.00160342277663911	56	Maaslin2_LM_LOG	lower_in_case_group	HILn_QI25565	-4.92843698725583	0.893626678724326	56	56	1.10973255304539e-6	0.00160342277663911	HILn_QI25565
C18n_QI2228	UC_vs_non_IBD	model_group	UC	-3.62649055639007	0.657681061488191	1.11387480141654e-6	0.00160342277663911	56	Maaslin2_LM_LOG	lower_in_case_group	C18n_QI2228	-3.62649055639007	0.657681061488191	56	56	1.11387480141654e-6	0.00160342277663911	C18n_QI2228
C18n_QI1784	UC_vs_non_IBD	model_group	UC	2.98049531408185	0.541337267295815	1.14731814170636e-6	0.00163213429480999	56	Maaslin2_LM_LOG	higher_in_case_group	C18n_QI1784	2.98049531408185	0.541337267295815	56	56	1.14731814170636e-6	0.00163213429480999	C18n_QI1784
C18n_QI2086	UC_vs_non_IBD	model_group	UC	4.33034141304211	0.787667535370504	1.18120030165524e-6	0.00166079509390172	56	Maaslin2_LM_LOG	higher_in_case_group	C18n_QI2086	4.33034141304211	0.787667535370504	56	56	1.18120030165524e-6	0.00166079509390172	C18n_QI2086
C8p_QI10300	IBD_vs_non_IBD	model_group	IBD	2.89701466865248	0.509049752591176	1.2406557952577e-7	0.00166686241612189	105	Maaslin2_LM_LOG	higher_in_case_group	C8p_QI10300	2.89701466865248	0.509049752591176	105	105	1.2406557952577e-7	0.00166686241612189	C8p_QI10300
C18n_QI3702	UC_vs_non_IBD	model_group	UC	-5.89953689990613	1.07424782895529	1.20639312924392e-6	0.00167672005059674	56	Maaslin2_LM_LOG	lower_in_case_group	C18n_QI3702	-5.89953689990613	1.07424782895529	56	56	1.20639312924392e-6	0.00167672005059674	C18n_QI3702
HILn_QI27528	UC_vs_non_IBD	model_group	UC	-3.94749810943334	0.71960657020417	1.23325298329113e-6	0.00169457368447268	56	Maaslin2_LM_LOG	lower_in_case_group	HILn_QI27528	-3.94749810943334	0.71960657020417	56	56	1.23325298329113e-6	0.00169457368447268	HILn_QI27528
C18n_QI736	UC_vs_non_IBD	model_group	UC	4.59983679234015	0.839352094826498	1.25737189786123e-6	0.00170830219264702	56	Maaslin2_LM_LOG	higher_in_case_group	C18n_QI736	4.59983679234015	0.839352094826498	56	56	1.25737189786123e-6	0.00170830219264702	C18n_QI736
C18n_QI851	UC_vs_non_IBD	model_group	UC	3.76328007943294	0.687691342875182	1.29335524469659e-6	0.00172315914430449	56	Maaslin2_LM_LOG	higher_in_case_group	C18n_QI851	3.76328007943294	0.687691342875182	56	56	1.29335524469659e-6	0.00172315914430449	C18n_QI851
HILp_QI3766	UC_vs_non_IBD	model_group	UC	3.49616298994466	0.638966117737948	1.29680843324988e-6	0.00172315914430449	56	Maaslin2_LM_LOG	higher_in_case_group	HILp_QI3766	3.49616298994466	0.638966117737948	56	56	1.29680843324988e-6	0.00172315914430449	HILp_QI3766
C18n_QI1750	UC_vs_non_IBD	model_group	UC	6.59821965318503	1.20971098686571	1.37918034335023e-6	0.00177412477401302	56	Maaslin2_LM_LOG	higher_in_case_group	C18n_QI1750	6.59821965318503	1.20971098686571	56	56	1.37918034335023e-6	0.00177412477401302	C18n_QI1750
C18n_QI2095	UC_vs_non_IBD	model_group	UC	-7.35043317859834	1.34919766292493	1.41096938372736e-6	0.00179591153622679	56	Maaslin2_LM_LOG	lower_in_case_group	C18n_QI2095	-7.35043317859834	1.34919766292493	56	56	1.41096938372736e-6	0.00179591153622679	C18n_QI2095
C18n_QI1515	UC_vs_non_IBD	model_group	UC	5.6541829607153	1.04025049123141	1.47594862428672e-6	0.00182537539541811	56	Maaslin2_LM_LOG	higher_in_case_group	C18n_QI1515	5.6541829607153	1.04025049123141	56	56	1.47594862428672e-6	0.00182537539541811	C18n_QI1515
C18n_QI10930	UC_vs_non_IBD	model_group	UC	4.5103774388747	0.829839568494042	1.47681881604411e-6	0.00182537539541811	56	Maaslin2_LM_LOG	higher_in_case_group	C18n_QI10930	4.5103774388747	0.829839568494042	56	56	1.47681881604411e-6	0.00182537539541811	C18n_QI10930
C8p_QI7970	IBD_vs_non_IBD	model_group	IBD	3.92776737781406	0.697802911229625	1.63384757416528e-7	0.00197561580972918	105	Maaslin2_LM_LOG	higher_in_case_group	C8p_QI7970	3.92776737781406	0.697802911229625	105	105	1.63384757416528e-7	0.00197561580972918	C8p_QI7970
HILn_QI31979	UC_vs_non_IBD	model_group	UC	-3.56477419108145	0.658995257385935	1.61953709183345e-6	0.00197809278858907	56	Maaslin2_LM_LOG	lower_in_case_group	HILn_QI31979	-3.56477419108145	0.658995257385935	56	56	1.61953709183345e-6	0.00197809278858907	HILn_QI31979
HILp_QI1233	UC_vs_non_IBD	model_group	UC	5.82395402569307	1.07793276978551	1.65764052783028e-6	0.00200438577344182	56	Maaslin2_LM_LOG	higher_in_case_group	HILp_QI1233	5.82395402569307	1.07793276978551	56	56	1.65764052783028e-6	0.00200438577344182	HILp_QI1233
C18n_QI3682	UC_vs_non_IBD	model_group	UC	-5.77649095042478	1.0704737329709	1.69768872871234e-6	0.00202663071745311	56	Maaslin2_LM_LOG	lower_in_case_group	C18n_QI3682	-5.77649095042478	1.0704737329709	56	56	1.69768872871234e-6	0.00202663071745311	C18n_QI3682
C18n_QI7560	UC_vs_non_IBD	model_group	UC	7.5323473811654	1.39636668450489	1.70955799120245e-6	0.00202663071745311	56	Maaslin2_LM_LOG	higher_in_case_group	C18n_QI7560	7.5323473811654	1.39636668450489	56	56	1.70955799120245e-6	0.00202663071745311	C18n_QI7560
C8p_QI5114	IBD_vs_non_IBD	model_group	IBD	4.53094884456745	0.817327506527842	2.37530395392233e-7	0.00220936156538754	105	Maaslin2_LM_LOG	higher_in_case_group	C8p_QI5114	4.53094884456745	0.817327506527842	105	105	2.37530395392233e-7	0.00220936156538754	C8p_QI5114
C18n_QI1872	UC_vs_non_IBD	model_group	UC	-4.45121977306494	0.831300587130456	1.96955116485055e-6	0.00230268802649599	56	Maaslin2_LM_LOG	lower_in_case_group	C18n_QI1872	-4.45121977306494	0.831300587130456	56	56	1.96955116485055e-6	0.00230268802649599	C18n_QI1872
C18n_QI1028	UC_vs_non_IBD	model_group	UC	6.77758536121254	1.2661363396682	1.98051203919667e-6	0.00230268802649599	56	Maaslin2_LM_LOG	higher_in_case_group	C18n_QI1028	6.77758536121254	1.2661363396682	56	56	1.98051203919667e-6	0.00230268802649599	C18n_QI1028
C18n_QI744	UC_vs_non_IBD	model_group	UC	3.6882627612961	0.689766453023148	2.02218159140648e-6	0.00232132680087825	56	Maaslin2_LM_LOG	higher_in_case_group	C18n_QI744	3.6882627612961	0.689766453023148	56	56	2.02218159140648e-6	0.00232132680087825	C18n_QI744
HILn_QI26736	UC_vs_non_IBD	model_group	UC	-4.10331135148931	0.767641050535746	2.03493806458174e-6	0.00232132680087825	56	Maaslin2_LM_LOG	lower_in_case_group	HILn_QI26736	-4.10331135148931	0.767641050535746	56	56	2.03493806458174e-6	0.00232132680087825	HILn_QI26736
