metabolite_id	comparison	metadata	value	beta	standard_error	p_value	q_value	n_samples	method	direction	feature	coef	stderr	N	N.not.0	pval	qval	original_metabolite_id	abs_beta	q_value_safe	p_value_safe	selection_source	metabolite_label
C18n_QI10930	UC_vs_non_IBD	model_group	UC	4.5103774388747	0.829839568494042	1.47681881604411e-6	0.00182537539541811	56	Maaslin2_LM_LOG	higher_in_case_group	C18n_QI10930	4.5103774388747	0.829839568494042	56	56	1.47681881604411e-6	0.00182537539541811	C18n_QI10930	4.5103774388747	0.00182537539541811	1.47681881604411e-6	FDR_lt_0.10	C18n QI10930
C8p_QI7970	IBD_vs_non_IBD	model_group	IBD	3.92776737781406	0.697802911229625	1.63384757416528e-7	0.00197561580972918	105	Maaslin2_LM_LOG	higher_in_case_group	C8p_QI7970	3.92776737781406	0.697802911229625	105	105	1.63384757416528e-7	0.00197561580972918	C8p_QI7970	3.92776737781406	0.00197561580972918	1.63384757416528e-7	FDR_lt_0.10	C8p QI7970
HILn_QI31979	UC_vs_non_IBD	model_group	UC	-3.56477419108145	0.658995257385935	1.61953709183345e-6	0.00197809278858907	56	Maaslin2_LM_LOG	lower_in_case_group	HILn_QI31979	-3.56477419108145	0.658995257385935	56	56	1.61953709183345e-6	0.00197809278858907	HILn_QI31979	3.56477419108145	0.00197809278858907	1.61953709183345e-6	FDR_lt_0.10	HILn QI31979
HILp_QI1233	UC_vs_non_IBD	model_group	UC	5.82395402569307	1.07793276978551	1.65764052783028e-6	0.00200438577344182	56	Maaslin2_LM_LOG	higher_in_case_group	HILp_QI1233	5.82395402569307	1.07793276978551	56	56	1.65764052783028e-6	0.00200438577344182	HILp_QI1233	5.82395402569307	0.00200438577344182	1.65764052783028e-6	FDR_lt_0.10	HILp QI1233
C18n_QI3682	UC_vs_non_IBD	model_group	UC	-5.77649095042478	1.0704737329709	1.69768872871234e-6	0.00202663071745311	56	Maaslin2_LM_LOG	lower_in_case_group	C18n_QI3682	-5.77649095042478	1.0704737329709	56	56	1.69768872871234e-6	0.00202663071745311	C18n_QI3682	5.77649095042478	0.00202663071745311	1.69768872871234e-6	FDR_lt_0.10	C18n QI3682
C18n_QI7560	UC_vs_non_IBD	model_group	UC	7.5323473811654	1.39636668450489	1.70955799120245e-6	0.00202663071745311	56	Maaslin2_LM_LOG	higher_in_case_group	C18n_QI7560	7.5323473811654	1.39636668450489	56	56	1.70955799120245e-6	0.00202663071745311	C18n_QI7560	7.5323473811654	0.00202663071745311	1.70955799120245e-6	FDR_lt_0.10	C18n QI7560
C8p_QI5114	IBD_vs_non_IBD	model_group	IBD	4.53094884456745	0.817327506527842	2.37530395392233e-7	0.00220936156538754	105	Maaslin2_LM_LOG	higher_in_case_group	C8p_QI5114	4.53094884456745	0.817327506527842	105	105	2.37530395392233e-7	0.00220936156538754	C8p_QI5114	4.53094884456745	0.00220936156538754	2.37530395392233e-7	FDR_lt_0.10	C8p QI5114
C18n_QI1872	UC_vs_non_IBD	model_group	UC	-4.45121977306494	0.831300587130456	1.96955116485055e-6	0.00230268802649599	56	Maaslin2_LM_LOG	lower_in_case_group	C18n_QI1872	-4.45121977306494	0.831300587130456	56	56	1.96955116485055e-6	0.00230268802649599	C18n_QI1872	4.45121977306494	0.00230268802649599	1.96955116485055e-6	FDR_lt_0.10	C18n QI1872
C18n_QI1028	UC_vs_non_IBD	model_group	UC	6.77758536121254	1.2661363396682	1.98051203919667e-6	0.00230268802649599	56	Maaslin2_LM_LOG	higher_in_case_group	C18n_QI1028	6.77758536121254	1.2661363396682	56	56	1.98051203919667e-6	0.00230268802649599	C18n_QI1028	6.77758536121254	0.00230268802649599	1.98051203919667e-6	FDR_lt_0.10	C18n QI1028
C18n_QI744	UC_vs_non_IBD	model_group	UC	3.6882627612961	0.689766453023148	2.02218159140648e-6	0.00232132680087825	56	Maaslin2_LM_LOG	higher_in_case_group	C18n_QI744	3.6882627612961	0.689766453023148	56	56	2.02218159140648e-6	0.00232132680087825	C18n_QI744	3.6882627612961	0.00232132680087825	2.02218159140648e-6	FDR_lt_0.10	C18n QI744
HILn_QI26736	UC_vs_non_IBD	model_group	UC	-4.10331135148931	0.767641050535746	2.03493806458174e-6	0.00232132680087825	56	Maaslin2_LM_LOG	lower_in_case_group	HILn_QI26736	-4.10331135148931	0.767641050535746	56	56	2.03493806458174e-6	0.00232132680087825	HILn_QI26736	4.10331135148931	0.00232132680087825	2.03493806458174e-6	FDR_lt_0.10	HILn QI26736
C18n_QI762	UC_vs_non_IBD	model_group	UC	-2.97792878620174	0.557590316622835	2.06882768816969e-6	0.00232352673062016	56	Maaslin2_LM_LOG	lower_in_case_group	C18n_QI762	-2.97792878620174	0.557590316622835	56	56	2.06882768816969e-6	0.00232352673062016	C18n_QI762	2.97792878620174	0.00232352673062016	2.06882768816969e-6	FDR_lt_0.10	C18n QI762
C18n_QI903	UC_vs_non_IBD	model_group	UC	5.96439632505417	1.1169629488282	2.07529802764665e-6	0.00232352673062016	56	Maaslin2_LM_LOG	higher_in_case_group	C18n_QI903	5.96439632505417	1.1169629488282	56	56	2.07529802764665e-6	0.00232352673062016	C18n_QI903	5.96439632505417	0.00232352673062016	2.07529802764665e-6	FDR_lt_0.10	C18n QI903
C18n_QI8138	UC_vs_non_IBD	model_group	UC	4.33210250959875	0.813003365711832	2.1605577097577e-6	0.00237613446381181	56	Maaslin2_LM_LOG	higher_in_case_group	C18n_QI8138	4.33210250959875	0.813003365711832	56	56	2.1605577097577e-6	0.00237613446381181	C18n_QI8138	4.33210250959875	0.00237613446381181	2.1605577097577e-6	FDR_lt_0.10	C18n QI8138
C18n_QI1109	UC_vs_non_IBD	model_group	UC	-4.61310008875109	0.865759790079203	2.16158711704873e-6	0.00237613446381181	56	Maaslin2_LM_LOG	lower_in_case_group	C18n_QI1109	-4.61310008875109	0.865759790079203	56	56	2.16158711704873e-6	0.00237613446381181	C18n_QI1109	4.61310008875109	0.00237613446381181	2.16158711704873e-6	FDR_lt_0.10	C18n QI1109
C18n_QI11350	UC_vs_non_IBD	model_group	UC	4.02120910356017	0.756055054072489	2.23753957305756e-6	0.00243746675761238	56	Maaslin2_LM_LOG	higher_in_case_group	C18n_QI11350	4.02120910356017	0.756055054072489	56	56	2.23753957305756e-6	0.00243746675761238	C18n_QI11350	4.02120910356017	0.00243746675761238	2.23753957305756e-6	FDR_lt_0.10	C18n QI11350
HILn_QI1891	UC_vs_non_IBD	model_group	UC	5.4379693890024	1.02430899750002	2.31650740971153e-6	0.00250095931220981	56	Maaslin2_LM_LOG	higher_in_case_group	HILn_QI1891	5.4379693890024	1.02430899750002	56	56	2.31650740971153e-6	0.00250095931220981	HILn_QI1891	5.4379693890024	0.00250095931220981	2.31650740971153e-6	FDR_lt_0.10	HILn QI1891
HILp_QI6434	UC_vs_non_IBD	model_group	UC	5.5737698818509	1.05199714745692	2.40575933198365e-6	0.00257433280446725	56	Maaslin2_LM_LOG	higher_in_case_group	HILp_QI6434	5.5737698818509	1.05199714745692	56	56	2.40575933198365e-6	0.00257433280446725	HILp_QI6434	5.5737698818509	0.00257433280446725	2.40575933198365e-6	FDR_lt_0.10	HILp QI6434
HILp_QI9931	UC_vs_non_IBD	model_group	UC	-3.23069050213076	0.611792215282652	2.56067914641715e-6	0.00269245392196929	56	Maaslin2_LM_LOG	lower_in_case_group	HILp_QI9931	-3.23069050213076	0.611792215282652	56	56	2.56067914641715e-6	0.00269245392196929	HILp_QI9931	3.23069050213076	0.00269245392196929	2.56067914641715e-6	FDR_lt_0.10	HILp QI9931
HILp_QI15738	UC_vs_non_IBD	model_group	UC	7.95258571650675	1.50857050453485	2.64467434940639e-6	0.0027567994222545	56	Maaslin2_LM_LOG	higher_in_case_group	HILp_QI15738	7.95258571650675	1.50857050453485	56	56	2.64467434940639e-6	0.0027567994222545	HILp_QI15738	7.95258571650675	0.0027567994222545	2.64467434940639e-6	FDR_lt_0.10	HILp QI15738
HILp_QI3818	UC_vs_non_IBD	model_group	UC	4.0863700117096204	0.77553895949426	2.66854102827003e-6	0.00275790294065261	56	Maaslin2_LM_LOG	higher_in_case_group	HILp_QI3818	4.0863700117096204	0.77553895949426	56	56	2.66854102827003e-6	0.00275790294065261	HILp_QI3818	4.0863700117096204	0.00275790294065261	2.66854102827003e-6	FDR_lt_0.10	HILp QI3818
HILp_QI11365	UC_vs_non_IBD	model_group	UC	7.68630692443338	1.46091974658334	2.74331707754409e-6	0.00280715148376954	56	Maaslin2_LM_LOG	higher_in_case_group	HILp_QI11365	7.68630692443338	1.46091974658334	56	56	2.74331707754409e-6	0.00280715148376954	HILp_QI11365	7.68630692443338	0.00280715148376954	2.74331707754409e-6	FDR_lt_0.10	HILp QI11365
