feature_id	comparison	metadata	value	beta	standard_error	p_value	q_value	n_samples	method	feature_label	feature	coef	stderr	N	N.not.0	pval	qval	original_feature_id	direction
Roseburia	CD_vs_non_IBD	model_group	CD	0.00290409440881291	0.00732090470185577	0.692789455404121	0.862301768960448	75	MaasLin2_LM_CLR	Roseburia	Roseburia	0.00290409440881291	0.00732090470185577	75	11	0.692789455404121	0.862301768960448	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia	higher_in_case_group
Prevotella	CD_vs_non_IBD	model_group	CD	0.0101501713700628	0.0338719563177748	0.765309764821152	0.884565591408361	75	MaasLin2_LM_CLR	Prevotella	Prevotella	0.0101501713700628	0.0338719563177748	75	10	0.765309764821152	0.884565591408361	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella	higher_in_case_group
Streptococcus	CD_vs_non_IBD	model_group	CD	0.0012711407166639	0.0050097533854282	0.800435020877547	0.899847523293641	75	MaasLin2_LM_CLR	Streptococcus	Streptococcus	0.0012711407166639	0.0050097533854282	75	3	0.800435020877547	0.899847523293641	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus	higher_in_case_group
Blautia	CD_vs_non_IBD	model_group	CD	-0.00148605939572706	0.00743767545698234	0.842206908248372	0.899847523293641	75	MaasLin2_LM_CLR	Blautia	Blautia	-0.00148605939572706	0.00743767545698234	75	5	0.842206908248372	0.899847523293641	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia	lower_in_case_group
Propionibacterium	CD_vs_non_IBD	model_group	CD	4.229638108122e-4	0.00289377565904975	0.884206675026471	0.923680187304439	75	MaasLin2_LM_CLR	Propionibacterium	Propionibacterium	4.229638108122e-4	0.00289377565904975	75	1	0.884206675026471	0.923680187304439	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Propionibacteriaceae|g__Propionibacterium	higher_in_case_group
Bifidobacterium	CD_vs_non_IBD	model_group	CD	-5.9517611008383e-4	0.00877108081596929	0.946090486180123	0.962544233765864	75	MaasLin2_LM_CLR	Bifidobacterium	Bifidobacterium	-5.9517611008383e-4	0.00877108081596929	75	6	0.946090486180123	0.962544233765864	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium	lower_in_case_group
Haemophilus	CD_vs_non_IBD	model_group	CD	-0.0010366952924753	0.0184620484899579	0.955377823296139	0.963613839014209	75	MaasLin2_LM_CLR	Haemophilus	Haemophilus	-0.0010366952924753	0.0184620484899579	75	3	0.955377823296139	0.963613839014209	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Haemophilus	lower_in_case_group
Ruminococcus	IBD_vs_non_IBD	model_group	IBD	-0.0139679876573942	0.0053302807044571	0.010135042890857201	0.424542790188377	105	MaasLin2_LM_CLR	Ruminococcus	Ruminococcus	-0.0139679876573942	0.0053302807044571	105	8	0.010135042890857201	0.424542790188377	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus	lower_in_case_group
Akkermansia	IBD_vs_non_IBD	model_group	IBD	-0.0283445045277016	0.0125730165810127	0.0263308433474427	0.583347516910695	105	MaasLin2_LM_CLR	Akkermansia	Akkermansia	-0.0283445045277016	0.0125730165810127	105	12	0.0263308433474427	0.583347516910695	k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae|o__Verrucomicrobiales|f__Verrucomicrobiaceae|g__Akkermansia	lower_in_case_group
Alistipes	IBD_vs_non_IBD	model_group	IBD	-0.0287682783279411	0.0132871669569357	0.032733595537293	0.583347516910695	105	MaasLin2_LM_CLR	Alistipes	Alistipes	-0.0287682783279411	0.0132871669569357	105	61	0.032733595537293	0.583347516910695	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes	lower_in_case_group
Barnesiella	IBD_vs_non_IBD	model_group	IBD	-0.00831228147543236	0.00399279482970111	0.0398870097032954	0.583347516910695	105	MaasLin2_LM_CLR	Barnesiella	Barnesiella	-0.00831228147543236	0.00399279482970111	105	17	0.0398870097032954	0.583347516910695	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Barnesiella	lower_in_case_group
Roseburia	IBD_vs_non_IBD	model_group	IBD	0.0174514609914493	0.00990572565253929	0.081136544272351993	0.698385791095503	105	MaasLin2_LM_CLR	Roseburia	Roseburia	0.0174514609914493	0.00990572565253929	105	23	0.081136544272351993	0.698385791095503	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia	higher_in_case_group
Bilophila	IBD_vs_non_IBD	model_group	IBD	-0.0018578529240500601	0.00109875630604794	0.0939456568905707	0.698385791095503	105	MaasLin2_LM_CLR	Bilophila	Bilophila	-0.0018578529240500601	0.00109875630604794	105	1	0.0939456568905707	0.698385791095503	k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Bilophila	lower_in_case_group
Subdoligranulum	IBD_vs_non_IBD	model_group	IBD	-0.0161079397006887	0.0104952308779527	0.127962969649443	0.698385791095503	105	MaasLin2_LM_CLR	Subdoligranulum	Subdoligranulum	-0.0161079397006887	0.0104952308779527	105	44	0.127962969649443	0.698385791095503	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Subdoligranulum	lower_in_case_group
Desulfovibrio	IBD_vs_non_IBD	model_group	IBD	-0.00139234441658468	9.213236405797e-4	0.133848936027835	0.698385791095503	105	MaasLin2_LM_CLR	Desulfovibrio	Desulfovibrio	-0.00139234441658468	9.213236405797e-4	105	1	0.133848936027835	0.698385791095503	k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Desulfovibrio	lower_in_case_group
Porphyromonas	IBD_vs_non_IBD	model_group	IBD	4.1324706864689e-4	2.8897437937714e-4	0.15578965463647	0.698385791095503	105	MaasLin2_LM_CLR	Porphyromonas	Porphyromonas	4.1324706864689e-4	2.8897437937714e-4	105	0	0.15578965463647	0.698385791095503	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Porphyromonas	higher_in_case_group
Eggerthella	IBD_vs_non_IBD	model_group	IBD	4.0720210228332e-4	2.9255229652509e-4	0.167011756633249	0.698385791095503	105	MaasLin2_LM_CLR	Eggerthella	Eggerthella	4.0720210228332e-4	2.9255229652509e-4	105	0	0.167011756633249	0.698385791095503	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae|g__Eggerthella	higher_in_case_group
Collinsella	IBD_vs_non_IBD	model_group	IBD	8.5676775257687e-4	6.5190245200862e-4	0.191736476314163	0.698385791095503	105	MaasLin2_LM_CLR	Collinsella	Collinsella	8.5676775257687e-4	6.5190245200862e-4	105	0	0.191736476314163	0.698385791095503	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella	higher_in_case_group
Paraprevotella	IBD_vs_non_IBD	model_group	IBD	-0.00365884450075199	0.00280471165827443	0.195016036601676	0.698385791095503	105	MaasLin2_LM_CLR	Paraprevotella	Paraprevotella	-0.00365884450075199	0.00280471165827443	105	6	0.195016036601676	0.698385791095503	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Paraprevotella	lower_in_case_group
Klebsiella	IBD_vs_non_IBD	model_group	IBD	8.2150875284403e-4	6.4203781627995e-4	0.203640870839817	0.698385791095503	105	MaasLin2_LM_CLR	Klebsiella	Klebsiella	8.2150875284403e-4	6.4203781627995e-4	105	1	0.203640870839817	0.698385791095503	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Klebsiella	higher_in_case_group
Holdemania	IBD_vs_non_IBD	model_group	IBD	3.7038520174202e-4	2.8959008334138e-4	0.20382848160433	0.698385791095503	105	MaasLin2_LM_CLR	Holdemania	Holdemania	3.7038520174202e-4	2.8959008334138e-4	105	0	0.20382848160433	0.698385791095503	k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Holdemania	higher_in_case_group
Dorea	IBD_vs_non_IBD	model_group	IBD	0.0016507654658049	0.00131058888903282	0.210731021543041	0.698385791095503	105	MaasLin2_LM_CLR	Dorea	Dorea	0.0016507654658049	0.00131058888903282	105	1	0.210731021543041	0.698385791095503	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Dorea	higher_in_case_group
Oscillibacter	IBD_vs_non_IBD	model_group	IBD	0.00527283493171698	0.00438340706740616	0.231824217155323	0.698385791095503	105	MaasLin2_LM_CLR	Oscillibacter	Oscillibacter	0.00527283493171698	0.00438340706740616	105	9	0.231824217155323	0.698385791095503	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Oscillospiraceae|g__Oscillibacter	higher_in_case_group
Escherichia	IBD_vs_non_IBD	model_group	IBD	0.0120447859700034	0.010152440377637	0.238250357596566	0.698385791095503	105	MaasLin2_LM_CLR	Escherichia	Escherichia	0.0120447859700034	0.010152440377637	105	15	0.238250357596566	0.698385791095503	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Escherichia	higher_in_case_group
Anaerostipes	IBD_vs_non_IBD	model_group	IBD	5.5837906095709e-4	4.8825587782005e-4	0.255484704942136	0.711707392338808	105	MaasLin2_LM_CLR	Anaerostipes	Anaerostipes	5.5837906095709e-4	4.8825587782005e-4	105	0	0.255484704942136	0.711707392338808	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Anaerostipes	higher_in_case_group
Lactobacillus	IBD_vs_non_IBD	model_group	IBD	5.338953196001e-4	4.7477007731594e-4	0.26345182035891	0.716834022837035	105	MaasLin2_LM_CLR	Lactobacillus	Lactobacillus	5.338953196001e-4	4.7477007731594e-4	105	0	0.26345182035891	0.716834022837035	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus	higher_in_case_group
Acidaminococcus	IBD_vs_non_IBD	model_group	IBD	0.00825945325697241	0.00850244902454383	0.33365961038073	0.791589782250649	105	MaasLin2_LM_CLR	Acidaminococcus	Acidaminococcus	0.00825945325697241	0.00850244902454383	105	6	0.33365961038073	0.791589782250649	k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Acidaminococcaceae|g__Acidaminococcus	higher_in_case_group
Sutterella	IBD_vs_non_IBD	model_group	IBD	-0.00194802418734621	0.00210974271773808	0.358027134633397	0.791589782250649	105	MaasLin2_LM_CLR	Sutterella	Sutterella	-0.00194802418734621	0.00210974271773808	105	7	0.358027134633397	0.791589782250649	k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Sutterella	lower_in_case_group
Veillonella	IBD_vs_non_IBD	model_group	IBD	0.00921680640749485	0.0108203625364103	0.396339199806239	0.791589782250649	105	MaasLin2_LM_CLR	Veillonella	Veillonella	0.00921680640749485	0.0108203625364103	105	9	0.396339199806239	0.791589782250649	k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Veillonella	higher_in_case_group
Coprobacillus	IBD_vs_non_IBD	model_group	IBD	0.0019015196064937	0.00227563702287768	0.405353024451947	0.791589782250649	105	MaasLin2_LM_CLR	Coprobacillus	Coprobacillus	0.0019015196064937	0.00227563702287768	105	1	0.405353024451947	0.791589782250649	k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Coprobacillus	higher_in_case_group
Parasutterella	IBD_vs_non_IBD	model_group	IBD	6.8722183825934e-4	8.4671377304924e-4	0.418910259816046	0.791589782250649	105	MaasLin2_LM_CLR	Parasutterella	Parasutterella	6.8722183825934e-4	8.4671377304924e-4	105	1	0.418910259816046	0.791589782250649	k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Parasutterella	higher_in_case_group
Parabacteroides	IBD_vs_non_IBD	model_group	IBD	0.0131817603009305	0.0164032228508181	0.423510697028678	0.791589782250649	105	MaasLin2_LM_CLR	Parabacteroides	Parabacteroides	0.0131817603009305	0.0164032228508181	105	59	0.423510697028678	0.791589782250649	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Parabacteroides	higher_in_case_group
Anaerotruncus	IBD_vs_non_IBD	model_group	IBD	2.8224610351248e-4	3.571680127615e-4	0.431242956334211	0.791589782250649	105	MaasLin2_LM_CLR	Anaerotruncus	Anaerotruncus	2.8224610351248e-4	3.571680127615e-4	105	0	0.431242956334211	0.791589782250649	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Anaerotruncus	higher_in_case_group
Dialister	IBD_vs_non_IBD	model_group	IBD	0.00208224142034413	0.00372839545873044	0.577751390880565	0.832030080595991	105	MaasLin2_LM_CLR	Dialister	Dialister	0.00208224142034413	0.00372839545873044	105	13	0.577751390880565	0.832030080595991	k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Dialister	higher_in_case_group
Prevotella	IBD_vs_non_IBD	model_group	IBD	0.0178216362231596	0.0322972294919726	0.582303727723792	0.832030080595991	105	MaasLin2_LM_CLR	Prevotella	Prevotella	0.0178216362231596	0.0322972294919726	105	15	0.582303727723792	0.832030080595991	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella	higher_in_case_group
Streptococcus	IBD_vs_non_IBD	model_group	IBD	0.00158785562863107	0.00396800284980738	0.689880145907447	0.891005828417216	105	MaasLin2_LM_CLR	Streptococcus	Streptococcus	0.00158785562863107	0.00396800284980738	105	3	0.689880145907447	0.891005828417216	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus	higher_in_case_group
Coprococcus	IBD_vs_non_IBD	model_group	IBD	6.5870505993697e-4	0.00188141232490476	0.726983698668787	0.891005828417216	105	MaasLin2_LM_CLR	Coprococcus	Coprococcus	6.5870505993697e-4	0.00188141232490476	105	4	0.726983698668787	0.891005828417216	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Coprococcus	higher_in_case_group
Clostridium	IBD_vs_non_IBD	model_group	IBD	0.00160395534122928	0.00688201164045467	0.816182690443058	0.91820552674844	105	MaasLin2_LM_CLR	Clostridium	Clostridium	0.00160395534122928	0.00688201164045467	105	16	0.816182690443058	0.91820552674844	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium	higher_in_case_group
Bacteroides	IBD_vs_non_IBD	model_group	IBD	0.00835315632703431	0.0412801037849377	0.840047750447917	0.923990723479566	105	MaasLin2_LM_CLR	Bacteroides	Bacteroides	0.00835315632703431	0.0412801037849377	105	97	0.840047750447917	0.923990723479566	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides	higher_in_case_group
Propionibacterium	IBD_vs_non_IBD	model_group	IBD	4.4291626276143e-4	0.00225997157469499	0.845017157370202	0.923990723479566	105	MaasLin2_LM_CLR	Propionibacterium	Propionibacterium	4.4291626276143e-4	0.00225997157469499	105	1	0.845017157370202	0.923990723479566	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Propionibacteriaceae|g__Propionibacterium	higher_in_case_group
Blautia	IBD_vs_non_IBD	model_group	IBD	-7.170121385935e-4	0.00604649119612381	0.905841122058577	0.971462661298701	105	MaasLin2_LM_CLR	Blautia	Blautia	-7.170121385935e-4	0.00604649119612381	105	10	0.905841122058577	0.971462661298701	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia	lower_in_case_group
Haemophilus	IBD_vs_non_IBD	model_group	IBD	-0.00138171347691002	0.0144078585401158	0.923790027158153	0.971462661298701	105	MaasLin2_LM_CLR	Haemophilus	Haemophilus	-0.00138171347691002	0.0144078585401158	105	3	0.923790027158153	0.971462661298701	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Haemophilus	lower_in_case_group
Bifidobacterium	IBD_vs_non_IBD	model_group	IBD	5.4597850126444e-4	0.00703015359556933	0.938250262621822	0.971462661298701	105	MaasLin2_LM_CLR	Bifidobacterium	Bifidobacterium	5.4597850126444e-4	0.00703015359556933	105	9	0.938250262621822	0.971462661298701	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium	higher_in_case_group
Eubacterium	IBD_vs_non_IBD	model_group	IBD	-5.7678270861498e-4	0.0164027972918804	0.97201862646958	0.98892329823426794	105	MaasLin2_LM_CLR	Eubacterium	Eubacterium	-5.7678270861498e-4	0.0164027972918804	105	58	0.97201862646958	0.98892329823426794	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium	lower_in_case_group
Odoribacter	IBD_vs_non_IBD	model_group	IBD	1.62950840570903e-5	0.00256929830391348	0.994952175731483	0.999607557647948	105	MaasLin2_LM_CLR	Odoribacter	Odoribacter	1.62950840570903e-5	0.00256929830391348	105	9	0.994952175731483	0.999607557647948	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Odoribacter	higher_in_case_group
Faecalibacterium	IBD_vs_non_IBD	model_group	IBD	1.05860623027992e-5	0.0214695850440786	0.999607557647948	0.999607557647948	105	MaasLin2_LM_CLR	Faecalibacterium	Faecalibacterium	1.05860623027992e-5	0.0214695850440786	105	78	0.999607557647948	0.999607557647948	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Faecalibacterium	higher_in_case_group
Roseburia	UC_vs_non_IBD	model_group	UC	0.0389862516958559	0.0126837512968718	0.0033632173336224	0.393496428033821	56	MaasLin2_LM_CLR	Roseburia	Roseburia	0.0389862516958559	0.0126837512968718	56	15	0.0033632173336224	0.393496428033821	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia	higher_in_case_group
Alistipes	UC_vs_non_IBD	model_group	UC	-0.0396156796527869	0.0159851802073238	0.016485352093688	0.862802785927696	56	MaasLin2_LM_CLR	Alistipes	Alistipes	-0.0396156796527869	0.0159851802073238	56	32	0.016485352093688	0.862802785927696	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes	lower_in_case_group
Bilophila	UC_vs_non_IBD	model_group	UC	-0.00276497352952435	0.0012352116638767	0.0294975311428272	0.862802785927696	56	MaasLin2_LM_CLR	Bilophila	Bilophila	-0.00276497352952435	0.0012352116638767	56	0	0.0294975311428272	0.862802785927696	k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Bilophila	lower_in_case_group
Subdoligranulum	UC_vs_non_IBD	model_group	UC	-0.0191451312082043	0.0095067732212098	0.0492138363142453	0.887497207677431	56	MaasLin2_LM_CLR	Subdoligranulum	Subdoligranulum	-0.0191451312082043	0.0095067732212098	56	24	0.0492138363142453	0.887497207677431	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Subdoligranulum	lower_in_case_group
Barnesiella	UC_vs_non_IBD	model_group	UC	-0.00984543875213202	0.00521146284982474	0.0644485284823578	0.887497207677431	56	MaasLin2_LM_CLR	Barnesiella	Barnesiella	-0.00984543875213202	0.00521146284982474	56	11	0.0644485284823578	0.887497207677431	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Barnesiella	lower_in_case_group
Collinsella	UC_vs_non_IBD	model_group	UC	0.00180061505816692	9.8491372342606e-4	0.0732591223108023	0.887497207677431	56	MaasLin2_LM_CLR	Collinsella	Collinsella	0.00180061505816692	9.8491372342606e-4	56	0	0.0732591223108023	0.887497207677431	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella	higher_in_case_group
Streptococcus	UC_vs_non_IBD	model_group	UC	0.00154145299936118	8.5096767192859e-4	0.0758544621946522	0.887497207677431	56	MaasLin2_LM_CLR	Streptococcus	Streptococcus	0.00154145299936118	8.5096767192859e-4	56	0	0.0758544621946522	0.887497207677431	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus	higher_in_case_group
Dorea	UC_vs_non_IBD	model_group	UC	0.00310020507313553	0.00196867595357691	0.121375488059916	0.90044668301955	56	MaasLin2_LM_CLR	Dorea	Dorea	0.00310020507313553	0.00196867595357691	56	1	0.121375488059916	0.90044668301955	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Dorea	higher_in_case_group
Ruminococcus	UC_vs_non_IBD	model_group	UC	-0.0132789978445906	0.00876675161218156	0.13590373105387	0.90044668301955	56	MaasLin2_LM_CLR	Ruminococcus	Ruminococcus	-0.0132789978445906	0.00876675161218156	56	7	0.13590373105387	0.90044668301955	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus	lower_in_case_group
Akkermansia	UC_vs_non_IBD	model_group	UC	-0.027698712014977	0.019907836371517	0.17004439109079	0.90044668301955	56	MaasLin2_LM_CLR	Akkermansia	Akkermansia	-0.027698712014977	0.019907836371517	56	8	0.17004439109079	0.90044668301955	k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae|o__Verrucomicrobiales|f__Verrucomicrobiaceae|g__Akkermansia	lower_in_case_group
Desulfovibrio	UC_vs_non_IBD	model_group	UC	-0.00199571206592888	0.00147491313045095	0.181875809131239	0.90044668301955	56	MaasLin2_LM_CLR	Desulfovibrio	Desulfovibrio	-0.00199571206592888	0.00147491313045095	56	1	0.181875809131239	0.90044668301955	k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Desulfovibrio	lower_in_case_group
Eubacterium	UC_vs_non_IBD	model_group	UC	0.0269907389398939	0.0221794442466629	0.229126828084496	0.90044668301955	56	MaasLin2_LM_CLR	Eubacterium	Eubacterium	0.0269907389398939	0.0221794442466629	56	36	0.229126828084496	0.90044668301955	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium	higher_in_case_group
Anaerostipes	UC_vs_non_IBD	model_group	UC	8.3875998679484e-4	7.2201009900879e-4	0.250661494212773	0.90044668301955	56	MaasLin2_LM_CLR	Anaerostipes	Anaerostipes	8.3875998679484e-4	7.2201009900879e-4	56	0	0.250661494212773	0.90044668301955	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Anaerostipes	higher_in_case_group
Coprococcus	UC_vs_non_IBD	model_group	UC	0.00311382951127206	0.00287407974193376	0.283621093260728	0.90044668301955	56	MaasLin2_LM_CLR	Coprococcus	Coprococcus	0.00311382951127206	0.00287407974193376	56	3	0.283621093260728	0.90044668301955	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Coprococcus	higher_in_case_group
Oscillibacter	UC_vs_non_IBD	model_group	UC	0.0025183769056002	0.0023846845108876002	0.295821324151297	0.90044668301955	56	MaasLin2_LM_CLR	Oscillibacter	Oscillibacter	0.0025183769056002	0.0023846845108876002	56	4	0.295821324151297	0.90044668301955	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Oscillospiraceae|g__Oscillibacter	higher_in_case_group
Coprobacillus	UC_vs_non_IBD	model_group	UC	0.003770206224345	0.00373846153702356	0.317888495188638	0.90044668301955	56	MaasLin2_LM_CLR	Coprobacillus	Coprobacillus	0.003770206224345	0.00373846153702356	56	1	0.317888495188638	0.90044668301955	k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Coprobacillus	higher_in_case_group
Odoribacter	UC_vs_non_IBD	model_group	UC	-0.00216009693401113	0.0024771048026726	0.387203494209856	0.90044668301955	56	MaasLin2_LM_CLR	Odoribacter	Odoribacter	-0.00216009693401113	0.0024771048026726	56	3	0.387203494209856	0.90044668301955	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Odoribacter	lower_in_case_group
Prevotella	UC_vs_non_IBD	model_group	UC	0.0322507654548222	0.0388632668180012	0.410415997202364	0.90044668301955	56	MaasLin2_LM_CLR	Prevotella	Prevotella	0.0322507654548222	0.0388632668180012	56	10	0.410415997202364	0.90044668301955	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella	higher_in_case_group
Escherichia	UC_vs_non_IBD	model_group	UC	0.00435182424485257	0.00561169888713574	0.441561953113406	0.90044668301955	56	MaasLin2_LM_CLR	Escherichia	Escherichia	0.00435182424485257	0.00561169888713574	56	7	0.441561953113406	0.90044668301955	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Escherichia	higher_in_case_group
Holdemania	UC_vs_non_IBD	model_group	UC	2.8398160856679e-4	3.6994824091409e-4	0.446181600849873	0.90044668301955	56	MaasLin2_LM_CLR	Holdemania	Holdemania	2.8398160856679e-4	3.6994824091409e-4	56	0	0.446181600849873	0.90044668301955	k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Holdemania	higher_in_case_group
Paraprevotella	UC_vs_non_IBD	model_group	UC	-0.00274906223263526	0.00372518426328985	0.463852093129888	0.90044668301955	56	MaasLin2_LM_CLR	Paraprevotella	Paraprevotella	-0.00274906223263526	0.00372518426328985	56	4	0.463852093129888	0.90044668301955	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Paraprevotella	lower_in_case_group
Faecalibacterium	UC_vs_non_IBD	model_group	UC	0.0193675922848381	0.0283969345423891	0.49824610902784	0.90044668301955	56	MaasLin2_LM_CLR	Faecalibacterium	Faecalibacterium	0.0193675922848381	0.0283969345423891	56	45	0.49824610902784	0.90044668301955	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Faecalibacterium	higher_in_case_group
Klebsiella	UC_vs_non_IBD	model_group	UC	2.6844779459413e-4	4.235421706601e-4	0.528979189513487	0.90044668301955	56	MaasLin2_LM_CLR	Klebsiella	Klebsiella	2.6844779459413e-4	4.235421706601e-4	56	0	0.528979189513487	0.90044668301955	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Klebsiella	higher_in_case_group
