feature_id	comparison	metadata	value	beta	standard_error	p_value	q_value	n_samples	method	feature_label	feature	coef	stderr	N	N.not.0	pval	qval	original_feature_id	direction
Parasutterella	UC_vs_non_IBD	model_group	UC	6.0911493715033e-4	9.6151247958153e-4	0.529185993895571	0.90044668301955	56	MaasLin2_LM_CLR	Parasutterella	Parasutterella	6.0911493715033e-4	9.6151247958153e-4	56	0	0.529185993895571	0.90044668301955	k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Parasutterella	higher_in_case_group
Eggerthella	UC_vs_non_IBD	model_group	UC	2.4633127468473e-4	3.9348482416948e-4	0.534037025507629	0.90044668301955	56	MaasLin2_LM_CLR	Eggerthella	Eggerthella	2.4633127468473e-4	3.9348482416948e-4	56	0	0.534037025507629	0.90044668301955	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae|g__Eggerthella	higher_in_case_group
Acidaminococcus	UC_vs_non_IBD	model_group	UC	-5.5720925598812e-4	9.1404780111277e-4	0.544777301407919	0.90044668301955	56	MaasLin2_LM_CLR	Acidaminococcus	Acidaminococcus	-5.5720925598812e-4	9.1404780111277e-4	56	0	0.544777301407919	0.90044668301955	k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Acidaminococcaceae|g__Acidaminococcus	lower_in_case_group
Anaerotruncus	UC_vs_non_IBD	model_group	UC	2.5840383650488e-4	4.9539258222089e-4	0.604153653893488	0.90044668301955	56	MaasLin2_LM_CLR	Anaerotruncus	Anaerotruncus	2.5840383650488e-4	4.9539258222089e-4	56	0	0.604153653893488	0.90044668301955	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Anaerotruncus	higher_in_case_group
Haemophilus	UC_vs_non_IBD	model_group	UC	-9.7172795167915e-4	0.00186884005746218	0.605295898365075	0.90044668301955	56	MaasLin2_LM_CLR	Haemophilus	Haemophilus	-9.7172795167915e-4	0.00186884005746218	56	1	0.605295898365075	0.90044668301955	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Haemophilus	lower_in_case_group
Clostridium	UC_vs_non_IBD	model_group	UC	-0.00361341971403403	0.00743667224195005	0.629085004114005	0.90044668301955	56	MaasLin2_LM_CLR	Clostridium	Clostridium	-0.00361341971403403	0.00743667224195005	56	4	0.629085004114005	0.90044668301955	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium	lower_in_case_group
Porphyromonas	UC_vs_non_IBD	model_group	UC	1.8268101964221e-4	3.7687993802755e-4	0.629911041030573	0.90044668301955	56	MaasLin2_LM_CLR	Porphyromonas	Porphyromonas	1.8268101964221e-4	3.7687993802755e-4	56	0	0.629911041030573	0.90044668301955	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Porphyromonas	higher_in_case_group
Sutterella	UC_vs_non_IBD	model_group	UC	-0.00123917386504966	0.00290682190874723	0.671649921983083	0.90044668301955	56	MaasLin2_LM_CLR	Sutterella	Sutterella	-0.00123917386504966	0.00290682190874723	56	5	0.671649921983083	0.90044668301955	k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Sutterella	lower_in_case_group
Lactobacillus	UC_vs_non_IBD	model_group	UC	1.5998401710953e-4	3.8501422699547e-4	0.679465490966584	0.90044668301955	56	MaasLin2_LM_CLR	Lactobacillus	Lactobacillus	1.5998401710953e-4	3.8501422699547e-4	56	0	0.679465490966584	0.90044668301955	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus	higher_in_case_group
Parabacteroides	UC_vs_non_IBD	model_group	UC	0.0042710489705797	0.010289390984279	0.679781924293147	0.90044668301955	56	MaasLin2_LM_CLR	Parabacteroides	Parabacteroides	0.0042710489705797	0.010289390984279	56	36	0.679781924293147	0.90044668301955	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Parabacteroides	higher_in_case_group
Bacteroides	UC_vs_non_IBD	model_group	UC	-0.0169558304653267	0.050090951063786	0.736348786553859	0.921462956161212	56	MaasLin2_LM_CLR	Bacteroides	Bacteroides	-0.0169558304653267	0.050090951063786	56	53	0.736348786553859	0.921462956161212	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides	lower_in_case_group
Veillonella	UC_vs_non_IBD	model_group	UC	-0.00196266751515407	0.00608151800843638	0.748196417395856	0.921462956161212	56	MaasLin2_LM_CLR	Veillonella	Veillonella	-0.00196266751515407	0.00608151800843638	56	4	0.748196417395856	0.921462956161212	k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Veillonella	lower_in_case_group
Dialister	UC_vs_non_IBD	model_group	UC	-0.00107659082175376	0.00417436731092032	0.797498087980695	0.94446760492979	56	MaasLin2_LM_CLR	Dialister	Dialister	-0.00107659082175376	0.00417436731092032	56	6	0.797498087980695	0.94446760492979	k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Dialister	lower_in_case_group
Bifidobacterium	UC_vs_non_IBD	model_group	UC	7.3188773892104e-4	0.00339954950954757	0.830383701703383	0.951663955767553	56	MaasLin2_LM_CLR	Bifidobacterium	Bifidobacterium	7.3188773892104e-4	0.00339954950954757	56	6	0.830383701703383	0.951663955767553	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium	higher_in_case_group
Propionibacterium	UC_vs_non_IBD	model_group	UC	1.16549489382788e-5	3.8672509109679e-4	0.976072724072098	0.992034085411348	56	MaasLin2_LM_CLR	Propionibacterium	Propionibacterium	1.16549489382788e-5	3.8672509109679e-4	56	0	0.976072724072098	0.992034085411348	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Propionibacteriaceae|g__Propionibacterium	higher_in_case_group
Blautia	UC_vs_non_IBD	model_group	UC	-2.37307018543104e-5	0.00730011545164449	0.997418736676069	0.997418736676069	56	MaasLin2_LM_CLR	Blautia	Blautia	-2.37307018543104e-5	0.00730011545164449	56	6	0.997418736676069	0.997418736676069	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia	lower_in_case_group
